gnb_id,name,sector_id,x_m,y_m,z_m,height_m,distance_from_track_m,antenna_type,tx_power_dBm,frequency_GHz,band,azimuth_deg,mechanical_downtilt_deg,electrical_downtilt_deg,total_downtilt_deg,hpbw_horizontal_deg,hpbw_vertical_deg,antenna_gain_dBi,bandwidth_MHz,direction,a3_offset_db,hysteresis_db,ttt_ms,a2_threshold_dbm,a2_ttt_ms,a5_threshold1_dbm,a5_threshold2_dbm,a5_ttt_ms,b1_threshold_dbm,b1_ttt_ms,b1_offset_db,b2_threshold1_dbm,b2_threshold2_dbm,b2_ttt_ms,b2_offset_db,n310,n311,t310_ms,t304_ms,t311_ms,ho_optimize_target,pci,pci_v2,is_hsr_cell,a3_report_interval_ms
316,ru_316_1,1,4996.6828779141215,2785.619515847993,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,109.05,34.44,29.03,68.26,74.0,15.69,21.01,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,214,,0,240
316,ru_316_2,2,4996.6828779141215,2785.619515847993,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,192.38,33.32,25.64,64.07,72.31,9.93,17.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,214,,0,240
316,ru_316_3,3,4996.6828779141215,2785.619515847993,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,294.87,24.31,23.12,50.81,55.22,16.53,14.26,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,214,,0,240
317,ru_317_1,1,5550.117572538957,-1014.3251929808121,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,91.54,29.49,28.03,51.41,66.63,2.81,17.37,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,388,,0,240
317,ru_317_2,2,5550.117572538957,-1014.3251929808121,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,204.48,34.47,31.63,51.05,73.47,1.0,8.41,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,388,,0,240
317,ru_317_3,3,5550.117572538957,-1014.3251929808121,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,309.02,38.04,39.96,52.13,57.27,15.22,6.69,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,388,,0,240
318,ru_318_1,1,4962.616618516257,3155.161849707174,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,101.14,24.6,34.79,52.19,64.61,14.68,3.08,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
318,ru_318_2,2,4962.616618516257,3155.161849707174,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,195.95,31.46,36.23,55.13,62.5,2.84,2.45,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
318,ru_318_3,3,4962.616618516257,3155.161849707174,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,309.28,21.38,36.51,56.36,74.93,11.78,18.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
319,ru_319_1,1,4972.319665132499,3150.8871998054287,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,101.74,23.51,38.66,61.1,56.4,1.0,18.27,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
319,ru_319_2,2,4972.319665132499,3150.8871998054287,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,209.2,27.59,38.37,59.29,56.34,15.77,9.81,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
319,ru_319_3,3,4972.319665132499,3150.8871998054287,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,297.46,20.34,23.54,64.73,63.82,2.68,7.9,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
320,ru_320_1,1,832.007219766827,4798.252627370779,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,52.91,2.09,26.36,33.27,64.44,1.0,10.69,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
320,ru_320_2,2,832.007219766827,4798.252627370779,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,171.4,12.42,25.33,44.84,62.84,16.6,8.14,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
320,ru_320_3,3,832.007219766827,4798.252627370779,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,265.34,1.05,36.06,39.4,67.0,1.0,17.4,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
321,ru_321_1,1,-4146.305844904259,2378.0461716861014,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,88.67,23.02,29.74,50.02,60.62,1.75,11.18,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,574,,0,240
321,ru_321_2,2,-4146.305844904259,2378.0461716861014,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,205.27,22.09,38.91,58.36,69.74,17.0,5.44,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,574,,0,240
321,ru_321_3,3,-4146.305844904259,2378.0461716861014,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,299.38,31.04,31.46,55.96,63.69,6.1,10.18,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,574,,0,240
322,ru_322_1,1,3227.7217618180944,1436.8144161713935,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,25.39,2.05,-5.44,13.54,74.59,4.73,18.8,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,770,,0,240
322,ru_322_2,2,3227.7217618180944,1436.8144161713935,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,128.01,6.52,-1.15,-0.81,56.56,9.09,9.49,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,770,,0,240
322,ru_322_3,3,3227.7217618180944,1436.8144161713935,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,211.54,28.04,28.06,67.47,67.73,1.0,19.25,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,770,,0,240
323,ru_323_1,1,3087.4756613873246,-821.2993865098448,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,62.05,7.54,22.68,39.36,59.06,1.0,9.22,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,157,,0,240
323,ru_323_2,2,3087.4756613873246,-821.2993865098448,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,206.4,5.11,31.23,44.5,67.5,4.76,14.2,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,157,,0,240
324,ru_324_1,1,1846.610790954059,-1076.7478518061694,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,33.42,3.77,20.94,34.63,65.83,15.11,11.61,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,510,,0,240
324,ru_324_2,2,1846.610790954059,-1076.7478518061694,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,174.83,-1.8,24.87,46.41,60.06,14.87,8.47,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,510,,0,240
324,ru_324_3,3,1846.610790954059,-1076.7478518061694,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,279.06,3.66,20.24,29.23,62.8,13.68,19.15,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,510,,0,240
325,ru_325_1,1,1850.2887729386841,-1082.0449560477691,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,23.23,12.84,22.39,42.39,65.45,14.13,22.06,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
325,ru_325_2,2,1850.2887729386841,-1082.0449560477691,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,173.21,4.9,34.13,30.21,67.55,6.02,15.87,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
325,ru_325_3,3,1850.2887729386841,-1082.0449560477691,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,272.98,13.44,30.06,46.09,73.02,12.14,7.23,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
326,ru_326_1,1,1913.4786864511793,-1363.1963181108333,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,81.65,0.84,39.18,36.17,66.54,9.84,13.04,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,474,,0,240
326,ru_326_2,2,1913.4786864511793,-1363.1963181108333,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,264.58,14.07,22.64,42.29,72.73,1.0,4.62,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,474,,0,240
327,ru_327_1,1,1916.1045756503165,-1366.1259532013728,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,84.05,16.51,23.8,36.07,66.73,1.0,15.46,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
327,ru_327_2,2,1916.1045756503165,-1366.1259532013728,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,231.99,4.87,21.21,42.87,66.3,11.26,11.42,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
328,ru_328_1,1,1765.769460290249,-1211.1008659405295,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,29.5,7.59,23.98,39.13,57.85,5.8,23.03,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,975,,0,240
328,ru_328_2,2,1765.769460290249,-1211.1008659405295,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,248.94,5.28,25.9,35.09,68.64,14.97,11.16,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,975,,0,240
329,ru_329_1,1,1775.4415251114483,-1219.0768846166065,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,37.92,8.72,28.59,31.47,74.9,16.53,5.12,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,309,,0,240
329,ru_329_2,2,1775.4415251114483,-1219.0768846166065,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,242.08,13.38,24.98,43.36,59.34,6.78,20.1,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,309,,0,240
330,ru_330_1,1,4222.348842911026,1048.738424358741,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,35.86,10.94,-3.6,9.41,71.21,1.0,22.07,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,167,,0,240
330,ru_330_2,2,4222.348842911026,1048.738424358741,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,193.26,-2.91,0.6,5.07,67.16,3.61,14.35,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,167,,0,240
330,ru_330_3,3,4222.348842911026,1048.738424358741,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,314.66,15.93,-5.99,14.36,56.54,6.17,17.76,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,167,,0,240
331,ru_331_1,1,5204.7559816309795,2379.115675969258,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,67.17,9.6,11.47,15.09,59.73,1.96,22.6,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,594,,0,240
331,ru_331_2,2,5204.7559816309795,2379.115675969258,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,182.22,12.28,5.4,16.45,64.75,5.03,15.95,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,594,,0,240
331,ru_331_3,3,5204.7559816309795,2379.115675969258,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,311.92,12.8,5.18,16.28,57.41,10.39,8.71,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,594,,0,240
332,ru_332_1,1,5178.508711718007,2376.724151689695,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,69.06,12.39,29.33,41.69,56.69,11.84,19.81,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
332,ru_332_2,2,5178.508711718007,2376.724151689695,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,181.18,8.53,31.1,38.74,62.54,11.01,25.06,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
332,ru_332_3,3,5178.508711718007,2376.724151689695,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,306.52,-0.61,39.87,36.76,74.3,1.0,8.98,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
333,ru_333_1,1,5097.16897038114,3017.8480679107965,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,58.45,9.94,0.66,13.58,60.2,16.21,15.09,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
333,ru_333_2,2,5097.16897038114,3017.8480679107965,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,201.11,9.37,4.36,17.22,74.47,6.06,17.98,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
333,ru_333_3,3,5097.16897038114,3017.8480679107965,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,357.44,3.34,-2.81,1.44,58.6,1.0,5.61,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
334,ru_334_1,1,5100.395974569008,3008.695638129901,8.0,6.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,66.85,12.4,0.89,5.88,63.0,13.35,15.57,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
334,ru_334_2,2,5100.395974569008,3008.695638129901,8.0,6.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,197.95,-3.76,-5.1,8.32,72.43,2.98,6.34,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
334,ru_334_3,3,5100.395974569008,3008.695638129901,8.0,6.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,349.77,5.1,10.3,11.67,63.06,16.89,5.49,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
335,ru_335_1,1,5098.798483586828,3017.7142608305503,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,51.0,12.69,6.61,2.4,72.45,1.0,20.86,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,877,,0,240
335,ru_335_2,2,5098.798483586828,3017.7142608305503,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,202.78,6.64,8.37,10.12,66.35,14.69,20.67,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,877,,0,240
335,ru_335_3,3,5098.798483586828,3017.7142608305503,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,356.05,2.64,8.24,5.69,66.71,11.94,4.96,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,877,,0,240
336,ru_336_1,1,-5963.086319975273,-2791.2315500613427,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,38.95,-3.84,-5.33,-0.72,71.25,1.0,14.93,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,327,,0,240
336,ru_336_2,2,-5963.086319975273,-2791.2315500613427,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,107.71,-2.2,4.71,0.44,70.55,10.96,5.92,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,327,,0,240
337,ru_337_1,1,4274.328791450895,-1659.0355949539241,18.0,16.0,,2T2R LTE Sector Antenna,43.88,1.8,n3,142.8,25.3,22.93,69.15,57.58,1.0,13.08,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,983,,0,240
338,ru_338_1,1,-3382.271365407786,880.7756156673706,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,266.78,12.86,32.36,27.5,65.98,1.0,11.86,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,844,,0,240
338,ru_338_2,2,-3382.271365407786,880.7756156673706,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,344.61,4.97,22.68,28.4,73.71,3.25,14.31,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,844,,0,240
339,ru_339_1,1,5055.746607103165,2732.9671734292706,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,198.69,2.15,-0.85,9.35,85.98,11.24,14.46,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,691,,0,240
339,ru_339_2,2,5055.746607103165,2732.9671734292706,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,265.68,10.74,-4.52,-2.32,83.05,6.19,22.54,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,691,,0,240
339,ru_339_3,3,5055.746607103165,2732.9671734292706,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,343.41,8.22,7.74,8.94,98.52,1.0,13.19,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,691,,0,240
340,ru_340_1,1,-5510.907318470924,-418.37641064219946,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,31.42,3.89,22.36,46.11,68.12,14.95,22.64,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
340,ru_340_2,2,-5510.907318470924,-418.37641064219946,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,126.16,11.09,27.28,35.83,70.66,3.86,12.87,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
340,ru_340_3,3,-5510.907318470924,-418.37641064219946,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,226.42,-1.49,28.5,39.16,67.75,1.0,11.59,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
341,ru_341_1,1,3629.46572679169,4511.535662838128,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,174.09,7.44,39.75,37.17,57.22,4.87,16.89,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,205,,0,240
341,ru_341_2,2,3629.46572679169,4511.535662838128,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,242.67,7.53,35.61,43.68,73.13,14.2,4.71,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,205,,0,240
342,ru_342_1,1,5040.880364498545,4017.4794842253505,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,82.96,-2.63,31.7,40.27,59.39,7.76,8.15,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
342,ru_342_2,2,5040.880364498545,4017.4794842253505,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,294.07,7.21,34.66,37.62,71.86,14.12,9.39,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
342,ru_342_3,3,5040.880364498545,4017.4794842253505,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,330.99,-5.53,20.22,31.09,64.96,13.98,20.06,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
343,ru_343_1,1,5121.367732133303,4602.445487061697,5.0,3.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,28.43,1.88,27.37,38.06,62.37,11.06,15.84,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
343,ru_343_2,2,5121.367732133303,4602.445487061697,5.0,3.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,203.63,12.82,25.74,28.95,59.53,1.0,7.46,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
343,ru_343_3,3,5121.367732133303,4602.445487061697,5.0,3.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,335.61,6.03,33.22,30.64,73.11,2.16,11.09,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
344,ru_344_1,1,-27.05322100882994,3283.5070426982834,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,111.08,7.42,22.59,33.67,71.75,1.0,15.86,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,897,,0,240
344,ru_344_2,2,-27.05322100882994,3283.5070426982834,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,343.93,3.78,38.9,39.5,57.93,7.82,12.17,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,897,,0,240
345,ru_345_1,1,1895.4075258692449,2120.554934483581,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,15.44,2.28,26.48,31.02,74.5,1.23,14.02,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,400,,0,240
345,ru_345_2,2,1895.4075258692449,2120.554934483581,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,130.32,4.85,37.47,24.41,58.9,1.04,20.97,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,400,,0,240
345,ru_345_3,3,1895.4075258692449,2120.554934483581,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,242.3,-9.6,36.99,34.47,74.33,7.86,10.13,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,400,,0,240
346,ru_346_1,1,5318.496089816566,2263.4628921993058,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,9.8,-6.94,-0.67,-0.06,67.42,6.27,15.57,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
346,ru_346_2,2,5318.496089816566,2263.4628921993058,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,117.42,11.76,-9.95,-0.3,65.28,7.62,23.08,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
346,ru_346_3,3,5318.496089816566,2263.4628921993058,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,238.39,6.8,-7.62,11.14,69.77,10.54,20.59,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,906,,0,240
347,ru_347_1,1,5260.891940452419,2270.993544139139,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,14.83,-2.33,27.73,34.54,71.8,13.37,14.04,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,219,,0,240
347,ru_347_2,2,5260.891940452419,2270.993544139139,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,199.85,7.86,34.76,42.9,63.26,1.0,15.33,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,219,,0,240
348,ru_348_1,1,5883.242298924101,755.7331645724914,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,6.59,10.52,-0.47,11.82,72.14,6.77,6.42,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
348,ru_348_2,2,5883.242298924101,755.7331645724914,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,120.72,8.74,8.74,-7.42,72.61,1.78,20.69,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
348,ru_348_3,3,5883.242298924101,755.7331645724914,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,234.91,4.83,8.12,6.85,63.48,15.97,12.93,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
349,ru_349_1,1,5581.919350366868,-2553.6483560897277,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,100.72,8.5,26.51,38.65,69.77,15.13,23.82,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
349,ru_349_2,2,5581.919350366868,-2553.6483560897277,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,206.77,10.45,39.78,28.94,67.58,3.74,22.43,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
349,ru_349_3,3,5581.919350366868,-2553.6483560897277,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,295.61,1.65,30.56,41.54,66.61,16.73,9.3,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
350,ru_350_1,1,2400.593515536477,-3071.90410197391,3.0,1.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,47.71,1.92,-5.52,4.0,66.67,14.9,20.18,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
350,ru_350_2,2,2400.593515536477,-3071.90410197391,3.0,1.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,171.59,10.52,-6.27,8.65,58.18,13.22,16.42,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
350,ru_350_3,3,2400.593515536477,-3071.90410197391,3.0,1.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,273.86,0.26,0.36,-1.79,72.08,1.0,10.72,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
351,ru_351_1,1,2404.162630188553,-3069.6020802694916,3.0,1.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,42.2,-1.65,1.3,-1.39,68.19,2.14,8.9,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,363,,1,120
351,ru_351_2,2,2404.162630188553,-3069.6020802694916,3.0,1.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,164.53,3.41,-3.39,9.74,57.0,9.68,4.0,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,363,,1,120
351,ru_351_3,3,2404.162630188553,-3069.6020802694916,3.0,1.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,273.29,9.25,11.01,7.15,65.66,2.76,4.17,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,363,,1,120
352,ru_352_1,1,2399.392831299014,-3082.7642022931977,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,51.96,10.64,-0.81,-1.18,59.4,2.15,17.23,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,219,,1,120
352,ru_352_2,2,2399.392831299014,-3082.7642022931977,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,169.43,12.97,8.46,8.38,64.13,1.0,12.82,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,219,,1,120
352,ru_352_3,3,2399.392831299014,-3082.7642022931977,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,312.73,12.29,-2.65,9.33,70.32,1.0,11.42,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,219,,1,120
353,ru_353_1,1,5247.009972572844,-1007.8659767028869,27.0,25.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,106.08,-4.84,2.69,7.85,55.88,15.56,8.34,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,542,,0,240
353,ru_353_2,2,5247.009972572844,-1007.8659767028869,27.0,25.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,220.56,2.12,1.66,10.99,69.86,2.54,20.9,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,542,,0,240
354,ru_354_1,1,5237.001216036953,-1010.979474809039,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,103.65,4.05,9.33,-0.56,63.13,1.0,8.69,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,360,,0,240
354,ru_354_2,2,5237.001216036953,-1010.979474809039,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,212.03,6.56,1.31,15.98,56.94,6.48,15.02,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,360,,0,240
355,ru_355_1,1,5244.790484067308,-1213.0795898835174,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,235.7,-2.77,-5.55,-2.06,57.05,10.12,8.11,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
355,ru_355_2,2,5244.790484067308,-1213.0795898835174,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,267.45,2.28,6.75,-3.3,74.43,10.97,10.73,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
